timestamp,AmbientLightSensor,AccX,AccY
1658587662833,,-0.5554547905921936,-1.6280571222305298
1658587662834,191.0,,
1658587662869,194.0,-0.009576806798577309,-1.8483237028121948
1658587662936,,-0.20111294090747833,-1.7621324062347412
1658587662970,196.0,,
1658587662971,196.0,,
1658587663004,,,-2.030282974243164
1658587663005,,0.10534487664699554,
1658587663074,,0.1149216815829277,-1.867477297782898
1658587663109,194.0,,
1658587663142,,0.5171475410461426,-2.030282974243164
1658587663210,198.0,0.6320692300796509,-2.183511972427368
1658587663245,198.0,,
1658587663279,,0.7948749661445618,-2.0685901641845703
1658587663349,209.0,0.7757213711738586,-1.8387469053268433
1658587663385,209.0,,
1658587663389,,1.0247182846069336,-1.6184803247451782
1658587663453,223.0,1.5705963373184204,-1.3024457693099976
1658587663522,,1.6855180263519287,-1.0534487962722778
1658587663523,223.0,,
1658587663591,236.0,,
1658587663592,,1.944091796875,-1.2832920551300049
1658587663660,236.0,1.867477297782898,-1.235408067703247
1658587663694,242.0,,
1658587663730,,1.647210717201233,-1.0055646896362305
1658587663799,,1.742978811264038,-1.0055646896362305
1658587663800,242.0,,
1658587663835,245.0,,
1658587663868,,,-0.7757213711738586
1658587663869,,2.0398597717285156,
1658587663910,,2.5953147411346436,-1.158793568611145
1658587663946,254.0,,
1658587663948,254.0,,
1658587663983,,3.112462282180786,-0.8140285611152649
1658587664052,260.0,3.466804027557373,-0.4692635238170624
1658587664086,260.0,,
1658587664121,,3.428496837615967,-0.363918662071228
1658587664190,265.0,,
1658587664191,,3.773261785507202,-0.3447650372982025
1658587664225,265.0,,
1658587664259,,3.4093432426452637,-0.10534487664699554
1658587664293,268.0,,
1658587664328,,3.7636849880218506,0.15322890877723694
1658587664363,,3.734954595565796,0.6320692300796509
1658587664364,268.0,,
1658587664435,272.0,3.2178070545196533,1.50355863571167
1658587664502,272.0,3.533841609954834,1.3215993642807007
1658587664537,278.0,,
1658587664573,,,1.2737152576446533
1658587664574,,4.137180328369141,
1658587664642,278.0,4.3191399574279785,1.2641384601593018
1658587664676,275.0,,
1658587664714,,,1.4939818382263184
1658587664715,,4.7405195236206055,
1658587664782,,,1.8291701078414917
1658587664783,272.0,4.529829502105713,
1658587664818,,4.3191399574279785,2.0398597717285156
1658587664886,,,2.7006595134735107
1658587664887,268.0,3.600879430770874,
1658587664921,268.0,,
1658587664956,,2.892195701599121,3.0550012588500977
1658587665035,260.0,2.6144683361053467,3.4955344200134277
1658587665070,260.0,,
1658587665106,,,3.7253777980804443
1658587665107,,1.4748282432556152,
1658587665141,239.0,,
1658587665178,,1.1875240802764893,3.869029998779297
1658587665213,239.0,0.8523358106613159,4.185064792633057
1658587665246,228.0,,
1658587665283,,1.1492167711257935,4.194641590118408
1658587665351,,0.6703764796257019,4.683058738708496
1658587665353,228.0,,
1658587665388,214.0,,
1658587665421,,0.7086837291717529,4.797980308532715
1658587665492,,,5.037400245666504
1658587665493,197.0,0.6991068720817566,
1658587665562,,0.4884171485900879,5.200206279754639
1658587665598,,,5.305551052093506
1658587665599,,0.5650315880775452,
1658587665605,176.0,,
1658587665633,176.0,,
1658587665669,,0.2968810200691223,5.4013190269470215
1658587665737,152.0,0.5554547905921936,5.286397457122803
1658587665773,152.0,,
1658587665807,,-0.181959331035614,5.2480902671813965
1658587665876,162.0,-0.2298433631658554,4.683058738708496
1658587665911,162.0,,
1658587665946,,-0.6607996821403503,4.443638324737549
1658587665981,176.0,,
1658587666017,,-1.0630255937576294,3.907337188720703
1658587666052,176.0,,
1658587666053,,-1.4460978507995605,3.620033025741577
1658587666087,185.0,,
1658587666122,,-1.5514427423477173,3.4955344200134277
1658587666192,185.0,-1.455674648284912,3.1890766620635986
1658587666227,197.0,,
1658587666262,,-1.8579005002975464,3.2752678394317627
1658587666332,,-2.0398597717285156,2.8347349166870117
1658587666333,181.0,,
1658587666402,,,2.518700122833252
1658587666403,,-2.7006595134735107,
1658587666473,176.0,-2.853888511657715,2.3942017555236816
1658587666510,,-2.892195701599121,2.279279947280884
1658587666581,162.0,-3.0837318897247314,2.212242364883423
1658587666619,162.0,,
1658587666649,,,2.126051187515259
1658587666650,,-3.1220390796661377,
1658587666719,149.0,-3.026270866394043,1.9632453918457031
1658587666754,149.0,,
1658587666790,,-2.9496564865112305,1.723825216293335
1658587666824,143.0,,
1658587666859,,-2.7964274883270264,1.6184803247451782
1658587666895,143.0,,
1658587666929,,,1.359906554222107
1658587666930,164.0,-2.7102363109588623,
1658587666964,,,0.9193734526634216
1658587666965,,-2.6815059185028076,
1658587667035,,-2.3558945655822754,0.7661445140838623
1658587667036,164.0,,
1658587667069,171.0,,
1658587667104,,-2.3367409706115723,0.6607996821403503
1658587667174,175.0,-2.3271639347076416,0.49799394607543945
1658587667175,175.0,,
1658587667245,,,0.35434186458587646
1658587667246,,-2.0685901641845703,
1658587667317,180.0,-1.9823989868164062,0.047884032130241394
1658587667318,180.0,,
1658587667354,,-1.50355863571167,-0.33518823981285095
1658587667420,189.0,-1.015141487121582,-0.6607996821403503
1658587667456,189.0,,
1658587667490,,,-0.6607996821403503
1658587667491,,-0.6224924325942993,
1658587667525,219.0,,
1658587667560,,-0.6224924325942993,-0.5937620401382446
1658587667596,219.0,,
1658587667632,,-1.139639973640442,-0.35434186458587646
1658587667666,224.0,,
1658587667702,,-0.689530074596405,-0.31603461503982544
1658587667738,224.0,,
1658587667772,,,0.28730419278144836
1658587667773,233.0,-0.31603461503982544,
1658587667808,,0.09576806426048279,0.6703764796257019
1658587667878,233.0,0.5554547905921936,0.7565677165985107
1658587667912,250.0,,
1658587667949,,0.8523358106613159,0.727837324142456
1658587668020,,,1.7908629179000854
1658587668021,262.0,0.507570743560791,
1658587668089,,,2.3271639347076416
1658587668090,,0.8140285611152649,
1658587668124,267.0,,
1658587668159,267.0,0.6512228846549988,3.1699230670928955
1658587668230,,0.6799532771110535,3.5434184074401855
1658587668265,228.0,,3.706224203109741
1658587668266,,0.12449848651885986,
1658587668300,228.0,,
1658587668335,,-0.31603461503982544,3.840299606323242
1658587668372,214.0,,
1658587668406,,-0.40222588181495667,4.185064792633057
1658587668444,214.0,,
1658587668477,,,4.424484729766846
1658587668478,,-0.5363011956214905,
1658587668513,192.0,,
1658587668549,,,4.750096321105957
1658587668550,,-1.0630255937576294,
1658587668585,192.0,,
1658587668590,,-0.40222588181495667,4.865017890930176
1658587668619,178.0,,
1658587668655,,0.181959331035614,4.922478675842285
1658587668726,144.0,-0.14365209639072418,4.9799394607543945
1658587668727,144.0,,
1658587668796,,-0.31603461503982544,4.960785865783691
1658587668868,141.0,-0.9768342971801758,5.295974254608154
1658587668939,,,4.8937482833862305
1658587668941,,-0.12449848651885986,
1658587668974,145.0,,
1658587668980,,1.3120225667953491,4.041412353515625
1658587669010,145.0,,
1658587669045,,,3.3423056602478027
1658587669046,,2.38462495803833,
1658587669115,197.0,2.6144683361053467,2.691082715988159
1658587669151,197.0,,
1658587669185,,,2.2697031497955322
1658587669186,,2.4899697303771973,
1658587669221,250.0,,
1658587669256,,,2.0877439975738525
1658587669257,,2.1547815799713135,
1658587669293,250.0,,
1658587669327,277.0,2.7485435009002686,1.4939818382263184
1658587669398,,2.6623523235321045,0.9959878921508789
1658587669433,277.0,2.7676970958709717,0.7469909191131592
1658587669468,309.0,,
1658587669507,,3.227383852005005,0.7182605266571045
1658587669576,307.0,2.6623523235321045,1.072602391242981
1658587669577,307.0,,
1658587669650,,3.955221176147461,1.0630255937576294
1658587669720,302.0,3.2848446369171143,1.7525556087493896
1658587669721,302.0,,
1658587669758,,3.4189200401306152,1.7334020137786865
1658587669827,294.0,4.730942726135254,1.2832920551300049
1658587669863,294.0,,
1658587669898,,3.6296098232269287,2.671929121017456
1658587669932,289.0,,
1658587669968,,4.050989151000977,2.8347349166870117
1658587670004,289.0,,
1658587670039,,3.380612850189209,3.5625722408294678
1658587670074,287.0,,
1658587670095,,2.5091233253479004,4.596867084503174
1658587670120,287.0,,
1658587670182,292.0,2.279279947280884,4.347870349884033
1658587670217,,1.7908629179000854,4.587290287017822
1658587670253,292.0,,
1658587670287,296.0,0.9864110946655273,5.161899089813232
1658587670358,,,5.324704647064209
1658587670359,,1.0247182846069336,
1658587670393,296.0,,
1658587670429,294.0,1.1109095811843872,5.612008571624756
1658587670501,,2.212242364883423,4.836287498474121
1658587670538,292.0,,
1658587670539,,2.164358377456665,5.669469833374023
1658587670541,292.0,,
1658587670609,,1.0055646896362305,6.186617374420166
1658587670646,284.0,,
1658587670681,,,5.018246650695801
1658587670682,,1.9536685943603516,
1658587670755,,0.6799532771110535,5.880159378051758
1658587670791,279.0,,
1658587670827,,0.5554547905921936,5.382165431976318
1658587670828,279.0,,
1658587670863,,,5.746084213256836
1658587670864,,0.038307227194309235,
1658587670897,271.0,,
1658587670932,,-0.08619125932455063,5.276820659637451
1658587670967,271.0,,
1658587671003,,0.05746084079146385,5.688623428344727
1658587671004,244.0,,
1658587671073,,-0.5554547905921936,5.363011837005615
1658587671109,244.0,,
1658587671145,199.0,-0.15322890877723694,4.989516258239746
1658587671216,,-0.10534487664699554,4.548983097076416
1658587671253,183.0,,
1658587671255,,0.07661445438861847,4.07014274597168
1658587671324,,-0.3926490843296051,3.936067581176758
1658587671365,202.0,,
1658587671395,,,3.3039982318878174
1658587671396,202.0,-0.17238251864910126,
1658587671465,,,2.75812029838562
1658587671466,,0.009576806798577309,
1658587671501,214.0,,
1658587671536,,0.028730420395731926,2.5091233253479004
1658587671537,214.0,,
1658587671606,215.0,-0.3734954595565796,2.75812029838562
1658587671646,,-0.5746083855628967,2.6815059185028076
1658587671679,215.0,,
1658587671712,,0.10534487664699554,2.7772738933563232
1658587671747,236.0,,
1658587671784,,0.3734954595565796,2.1739351749420166
1658587671819,236.0,,
1658587671855,267.0,0.2585737705230713,1.9057846069335938
1658587671925,,0.24899697303771973,1.7717092037200928
1658587671960,267.0,,
1658587671966,268.0,,
1658587671995,,0.7852981686592102,1.3407529592514038
1658587672063,,1.292868971824646,0.9672574996948242
1658587672099,265.0,0.19153612852096558,1.091755986213684
1658587672100,265.0,,
1658587672169,,0.7086837291717529,1.1683704853057861
1658587672204,261.0,,
1658587672239,,0.2777273952960968,1.50355863571167
1658587672240,261.0,,
1658587672308,,0.5554547905921936,1.3886369466781616
1658587672342,260.0,,
1658587672377,,,1.7334020137786865
1658587672378,260.0,-0.17238251864910126,
1658587672447,,,1.436521053314209
1658587672448,255.0,0.19153612852096558,
1658587672518,,-0.26815059781074524,1.7142484188079834
1658587672519,255.0,,
1658587672553,,0.009576806798577309,1.7334020137786865
1658587672587,254.0,,
1658587672622,,,1.5705963373184204
1658587672623,,-0.38307225704193115,
1658587672658,254.0,,
1658587672693,,0.09576806426048279,1.3694833517074585
1658587672694,251.0,,
1658587672762,,0.1149216815829277,1.5897499322891235
1658587672801,251.0,,
1658587672804,250.0,,
1658587672836,,0.181959331035614,1.4748282432556152
1658587672905,,0.2585737705230713,1.3024457693099976
1658587672940,254.0,,
1658587672975,,0.2106897532939911,1.158793568611145
1658587673011,,-0.019153613597154617,1.292868971824646
1658587673044,251.0,,
1658587673079,251.0,-0.07661445438861847,1.2737152576446533
1658587673148,,0.12449848651885986,1.2832920551300049
1658587673183,249.0,,
1658587673218,,0.06703764945268631,1.3886369466781616
1658587673219,249.0,,
1658587673289,,-0.07661445438861847,1.522712230682373
1658587673357,,,1.7621324062347412
1658587673358,249.0,-0.15322890877723694,
1658587673429,131.0,-0.19153612852096558,1.3311761617660522
1658587673464,,-0.038307227194309235,1.2641384601593018
1658587673506,131.0,,
1658587673540,168.0,-0.10534487664699554,1.3694833517074585
1658587673613,,-0.07661445438861847,1.3886369466781616
1658587673647,71.0,,
1658587673682,,-0.2585737705230713,1.3694833517074585
1658587673752,,,1.3407529592514038
1658587673753,,-0.24899697303771973,
1658587673790,230.0,-0.23942017555236816,1.37906014919281
1658587673860,,-0.3447650372982025,1.4269442558288574
1658587673895,245.0,,
1658587673930,245.0,-0.2298433631658554,1.4077905416488647
1658587674000,,,1.37906014919281
1658587674002,,-0.22026655077934265,
1658587674069,,,1.3503297567367554
1658587674070,,-0.28730419278144836,
1658587674106,245.0,,
1658587674139,,-0.09576806426048279,1.3024457693099976
1658587674209,,,1.3982137441635132
1658587674210,,-0.181959331035614,
1658587674246,244.0,-0.2777273952960968,1.3694833517074585
1658587674247,244.0,,
1658587674320,,-0.31603461503982544,1.3120225667953491
1658587674390,242.0,-0.2777273952960968,1.2737152576446533
1658587674461,,-0.363918662071228,1.3694833517074585
1658587674534,,,1.436521053314209
1658587674535,242.0,-0.40222588181495667,
1658587674569,,,1.50355863571167
1658587674570,,-0.5650315880775452,
1658587674605,241.0,,
1658587674639,,-0.6991068720817566,1.4844050407409668
1658587674674,241.0,,
1658587674710,,,1.50355863571167
1658587674711,,-1.2258312702178955,
1658587674779,,,1.7525556087493896
1658587674780,,-1.4652514457702637,
1658587674815,241.0,,
1658587674850,,,1.9919757843017578
1658587674851,236.0,-1.4748282432556152,
1658587674922,,-0.8427590131759644,1.656787633895874
1658587674956,236.0,,
1658587674958,,-0.7948749661445618,1.580173134803772
1658587674991,231.0,,
1658587675028,,-1.0055646896362305,1.6184803247451782
1658587675098,,-1.2545616626739502,1.8483237028121948
1658587675099,231.0,,
1658587675170,,-1.2832920551300049,1.7908629179000854
1658587675206,225.0,,
1658587675242,225.0,-1.2545616626739502,1.359906554222107
1658587675312,,,1.4748282432556152
1658587675313,,-1.0342950820922852,
1658587675349,223.0,-1.0534487962722778,1.6663644313812256
1658587675383,223.0,,
1658587675419,,-0.7661445140838623,1.5705963373184204
1658587675455,239.0,,
1658587675492,,-0.7948749661445618,1.9919757843017578
1658587675526,239.0,,
1658587675561,,,2.049436569213867
1658587675563,,-0.6416460275650024,
1658587675565,246.0,,
1658587675631,,,1.7812861204147339
1658587675632,,-0.26815059781074524,
1658587675666,246.0,,
1658587675703,,-0.13407529890537262,1.5322890281677246
1658587675704,249.0,,
1658587675738,,,1.3886369466781616
1658587675739,,0.33518823981285095,
1658587675809,255.0,1.6855180263519287,0.727837324142456
1658587675810,255.0,,
1658587675879,,1.3982137441635132,0.6703764796257019
1658587675949,259.0,1.6950948238372803,0.31603461503982544
1658587675950,259.0,,
1658587676021,,1.455674648284912,-0.4213795065879822
1658587676056,277.0,,
1658587676091,,0.6033388376235962,-0.2106897532939911
1658587676129,,0.8619126081466675,-0.5937620401382446
1658587676131,277.0,,
1658587676166,272.0,,
1658587676201,,1.292868971824646,-0.7182605266571045
1658587676272,,,-0.6799532771110535
1658587676273,,0.6703764796257019,
1658587676274,272.0,,
1658587676310,265.0,,
1658587676346,,0.40222588181495667,0.05746084079146385
1658587676417,,0.7565677165985107,0.4596867263317108
1658587676418,261.0,,
1658587676420,261.0,,
1658587676454,,0.009576806798577309,0.5267243981361389
1658587676524,,,1.0534487962722778
1658587676525,259.0,0.20111294090747833,
1658587676560,259.0,,
1658587676595,,0.019153613597154617,1.8579005002975464
1658587676666,261.0,,1.1875240802764893
1658587676667,,1.2641384601593018,
1658587676702,261.0,,
1658587676737,,0.3256114423274994,1.5131354331970215
1658587676772,266.0,,
1658587676809,,-0.20111294090747833,2.806004285812378
1658587676844,266.0,-0.5650315880775452,3.88818359375
1658587676884,271.0,,
1658587676917,,,4.050989151000977
1658587676918,,-1.235408067703247,
1658587676990,271.0,-1.1300631761550903,3.869029998779297
1658587677028,268.0,,
1658587677064,,-1.1971008777618408,4.050989151000977
1658587677103,,,4.750096321105957
1658587677104,,-1.455674648284912,
1658587677135,255.0,,
1658587677172,,-1.216254472732544,4.922478675842285
1658587677173,255.0,,
1658587677243,,-0.8140285611152649,5.152322292327881
1658587677244,246.0,,
1658587677314,,-0.8236053586006165,5.2480902671813965
1658587677315,246.0,,
1658587677386,250.0,-0.6224924325942993,5.190629482269287
1658587677459,,-0.3447650372982025,5.324704647064209
1658587677460,250.0,,
1658587677494,249.0,-0.12449848651885986,5.544970989227295
1658587677565,,0.10534487664699554,5.774814605712891
1658587677603,249.0,,
1658587677604,247.0,,
1658587677636,,0.33518823981285095,5.861005783081055
1658587677707,,0.6512228846549988,5.535394191741943
1658587677744,247.0,,
1658587677779,,1.9823989868164062,4.529829502105713
1658587677850,270.0,2.6431987285614014,3.9647979736328125
1658587677885,270.0,2.911349296569824,3.801992416381836
1658587677956,,3.246537446975708,3.3518824577331543
1658587677993,278.0,,
1658587678028,,2.145204782485962,2.7772738933563232
1658587678029,278.0,,
1658587678097,282.0,2.2218191623687744,2.030282974243164
1658587678168,,1.4652514457702637,1.6855180263519287
1658587678169,282.0,,
1658587678204,279.0,,
1658587678208,,0.9768342971801758,0.9768342971801758
1658587678304,,-0.33518823981285095,1.1492167711257935
1658587678305,279.0,,
1658587678339,266.0,-0.8427590131759644,0.507570743560791
1658587678409,,-1.5322890281677246,0.20111294090747833
1658587678444,202.0,,
1658587678445,202.0,,
1658587678479,,-1.7908629179000854,0.0
1658587678546,,,-0.2298433631658554
1658587678547,,-1.9919757843017578,
1658587678581,185.0,,
1658587678583,185.0,,
1658587678616,,-2.4899697303771973,-0.5171475410461426
1658587678685,,-3.093308687210083,-0.6320692300796509
1658587678720,172.0,,
1658587678722,172.0,,
1658587678756,,-3.179499864578247,-0.4213795065879822
1658587678794,,-3.5242648124694824,-0.5363011956214905
1658587678825,148.0,,
1658587678860,148.0,-4.041412353515625,-0.26815059781074524
1658587678929,,,-0.3064578175544739
1658587678930,124.0,-3.552995204925537,
1658587678999,124.0,-3.3901896476745605,-0.45010992884635925
1658587679068,119.0,-2.920926094055176,-0.7757213711738586
1658587679137,,-2.097320795059204,-0.545877993106842
1658587679138,119.0,,
1658587679171,156.0,,
1658587679208,,-1.1204863786697388,-0.9193734526634216
1658587679277,,-0.507570743560791,-1.1013327836990356
1658587679278,156.0,,
1658587679312,199.0,,
1658587679314,,-0.33518823981285095,-1.1779472827911377
1658587679380,,,-1.292868971824646
1658587679381,,-0.07661445438861847,
1658587679418,215.0,,
1658587679419,215.0,,
1658587679452,,,-1.5322890281677246
1658587679453,,0.8810662031173706,
1658587679521,,,-1.3982137441635132
1658587679522,,1.3120225667953491,
1658587679556,228.0,,
1658587679557,228.0,,
1658587679592,,2.0877439975738525,-1.522712230682373
1658587679661,,,-1.5705963373184204
1658587679662,247.0,2.6431987285614014,
1658587679698,247.0,,
1658587679732,,2.873042106628418,-1.522712230682373
1658587679768,255.0,,
1658587679769,,2.978386878967285,-1.1683704853057861
1658587679838,,3.8307228088378906,-0.6703764796257019
1658587679839,255.0,,
1658587679908,261.0,,
1658587679909,,3.485957622528076,-0.2298433631658554
1658587679980,261.0,3.869029998779297,0.05746084079146385
1658587680014,267.0,,
1658587680051,,2.738966703414917,0.9002198576927185
1658587680094,,2.4612393379211426,1.2737152576446533
1658587680125,272.0,,
1658587680126,272.0,,
1658587680162,,2.049436569213867,1.742978811264038
1658587680232,,1.3215993642807007,2.31758713722229
1658587680267,277.0,,
1658587680268,277.0,,
1658587680303,,1.0630255937576294,2.7006595134735107
1658587680375,278.0,1.0821791887283325,2.7676970958709717
1658587680411,278.0,,
1658587680446,,,2.5953147411346436
1658587680447,,1.0055646896362305,
1658587680483,,0.7086837291717529,2.604891538619995
1658587680553,,0.6033388376235962,2.537853717803955
1658587680554,278.0,,
1658587680624,275.0,,
1658587680625,,0.7182605266571045,2.1739351749420166
1658587680696,,0.9672574996948242,2.2409727573394775
1658587680697,275.0,,
1658587680732,272.0,,
1658587680767,,0.6129156351089478,2.3750481605529785
1658587680838,,0.545877993106842,2.31758713722229
1658587680840,272.0,,
1658587680874,106.0,0.4118026793003082,2.250549554824829
1658587680945,,0.3256114423274994,2.0015525817871094
1658587680981,131.0,,
1658587681018,,0.08619125932455063,2.0590133666992188
1658587681019,131.0,,
1658587681089,265.0,0.2298433631658554,1.8962076902389526
1658587681160,,0.3447650372982025,1.8962076902389526
1658587681161,265.0,,
1658587681198,,,1.9728221893310547
1658587681199,,0.3447650372982025,
1658587681233,261.0,,
1658587681268,,,1.800439715385437
1658587681269,,0.3256114423274994,
1658587681304,261.0,,
1658587681340,260.0,0.2298433631658554,1.8962076902389526
1658587681412,,0.17238251864910126,1.9632453918457031
1658587681448,257.0,,
1658587681449,257.0,,
1658587681484,,0.0,2.0398597717285156
1658587681524,,-0.23942017555236816,2.0398597717285156
1658587681591,256.0,,
1658587681592,256.0,-0.047884032130241394,1.9919757843017578
1658587681663,,-0.13407529890537262,1.9823989868164062
1658587681699,255.0,,
1658587681736,255.0,-0.23942017555236816,2.030282974243164
1658587681807,,,2.298433542251587
1658587681808,254.0,-0.7948749661445618,
1658587681879,,,2.4899697303771973
1658587681915,,-1.6855180263519287,2.7006595134735107
1658587681951,250.0,,
1658587681989,,-1.8579005002975464,2.892195701599121
1658587682025,250.0,,
1658587682060,,,3.045424461364746
1658587682061,223.0,-2.1547815799713135,
1658587682132,,,3.332728862762451
1658587682133,,-2.0015525817871094,
1658587682171,188.0,,
1658587682175,,-2.403778553009033,3.8498764038085938
1658587682241,,,4.2329487800598145
1658587682242,,-2.451662540435791,
1658587682314,139.0,-2.738966703414917,4.6734819412231445
1658587682386,,-2.1930887699127197,4.807557106018066
1658587682421,109.0,,
1658587682461,,,5.39174222946167
1658587682462,109.0,-1.742978811264038,
1658587682498,,-1.2545616626739502,5.659893035888672
1658587682535,83.0,,
1658587682576,,-0.7182605266571045,5.449203014373779
1658587682613,83.0,,
1658587682648,111.0,-0.6416460275650024,4.8267107009887695
1658587682720,,-1.0438719987869263,4.290409564971924
1658587682755,111.0,,
1658587682758,,0.6416460275650024,2.8443117141723633
1658587682791,171.0,,
1658587682826,,0.5363011956214905,1.9823989868164062
1658587682898,225.0,-0.10534487664699554,1.3024457693099976
1658587682972,,0.08619125932455063,1.0055646896362305
1658587683007,254.0,,
1658587683042,,,0.4405331015586853
1658587683043,254.0,0.6991068720817566,
1658587683084,,1.2258312702178955,-0.009576806798577309
1658587683151,256.0,1.6089035272598267,-0.43095630407333374
1658587683186,256.0,,
1658587683225,,1.5610195398330688,-0.6320692300796509
1658587683260,245.0,,
1658587683296,,,-0.6416460275650024
1658587683297,,1.4173674583435059,
1658587683332,245.0,,
1658587683369,241.0,2.2409727573394775,-0.9768342971801758
1658587683440,,1.9153614044189453,-0.9768342971801758
1658587683476,241.0,2.097320795059204,-1.2545616626739502
1658587683513,236.0,,
1658587683549,,2.4420857429504395,-1.292868971824646
1658587683621,235.0,2.3942017555236816,-1.5705963373184204
1658587683692,,3.093308687210083,-1.9919757843017578
1658587683728,233.0,,
1658587683765,233.0,3.0550012588500977,-2.1356279850006104
1658587683802,,2.920926094055176,-2.097320795059204
1658587683872,242.0,3.6104562282562256,-1.8770540952682495
1658587683908,242.0,,
1658587683943,,3.754108190536499,-1.8962076902389526
1658587683979,254.0,,
1658587684015,,3.4572272300720215,-1.1971008777618408
1658587684052,254.0,,
1658587684088,266.0,3.667917013168335,-1.1109095811843872
1658587684123,,3.9169139862060547,-0.8523358106613159
1658587684196,266.0,2.978386878967285,0.6224924325942993
1658587684231,277.0,,
1658587684268,,2.4229321479797363,1.072602391242981
1658587684339,,,1.742978811264038
1658587684340,283.0,2.030282974243164,
1658587684410,,0.8906430602073669,2.279279947280884
1658587684446,262.0,,
1658587684450,,0.49799394607543945,2.8155810832977295
1658587684482,262.0,,
1658587684519,,0.689530074596405,2.9975404739379883
1658587684592,242.0,,
1658587684593,,0.6129156351089478,3.2848446369171143
1658587684630,242.0,,
1658587684665,,0.13407529890537262,3.44765043258667
1658587684702,230.0,,
1658587684738,,,3.620033025741577
1658587684739,,-0.15322890877723694,
1658587684776,230.0,-0.49799394607543945,3.936067581176758
1658587684812,209.0,,
1658587684848,,-0.07661445438861847,3.88818359375
1658587684921,209.0,-0.363918662071228,4.242525577545166
1658587684958,202.0,,
1658587684993,,,4.51067590713501
1658587684994,,-0.8619126081466675,
1658587685065,,,4.4723687171936035
1658587685066,183.0,-0.8140285611152649,
1658587685101,,-0.4213795065879822,4.414907932281494
1658587685173,,,4.6255974769592285
1658587685174,172.0,-0.019153613597154617,
1658587685210,172.0,,
1658587685246,,0.3447650372982025,4.711789131164551
1658587685285,156.0,,
